,Date,Time,Cumulative.hrs,Timepoint,Treatment,Boat,Parentage,Well,Perc_surv,Mom,Dad,Cone,NumParents,Parents,Avg.temp,Max.temp,Variab.temp,symb,bleaching.thresHughes,heat.rateMiddlebrook
1108,5.12.18,9:40,9,1,27C,66,BK x LS,wellF,95,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,5.12.18,9:40,9,1,27C,72,DR x CU,wellF,95,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,5.12.18,9:40,9,1,27C,75,BK x CU,wellF,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,5.12.18,9:40,9,1,27C,81,BK x CU,wellF,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,5.12.18,9:40,9,1,27C,86,BK x SB,wellF,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,5.12.18,9:40,9,1,27C,99,CU x BK,wellF,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,5.12.18,9:40,9,1,27C,106,SB x CU,wellF,100,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,5.12.18,9:40,9,1,27C,109,LS x BK,wellF,100,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,5.12.18,9:40,9,1,27C,112,LS x DR,wellF,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,5.12.18,9:40,9,1,27C,116,SB x LS,wellF,100,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,5.12.18,9:40,9,1,27C,131,BK x BK,wellF,95,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,5.12.18,9:40,9,1,27C,144,CU x BK,wellF,95,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,5.12.18,9:40,9,1,27C,150,LS x SB,wellF,100,Long Sandy,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,5.12.18,9:40,9,1,27C,151,DR x LS,wellF,100,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,5.12.18,9:40,9,1,27C,154,LS x CU,wellF,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,5.12.18,9:40,9,1,27C,157,LS x CU,wellF,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,5.12.18,9:40,9,1,27C,158,CU x SB,wellF,95,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,5.12.18,9:40,9,1,27C,159,BK x SB,wellF,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,5.12.18,9:40,9,1,27C,161,DR x SB,wellF,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,5.12.18,9:40,9,1,27C,167,SB x SB,wellF,100,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,5.12.18,9:40,9,1,27C,168,LS x LS,wellF,100,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,5.12.18,9:40,9,1,27C,169,DR x BK,wellF,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,5.12.18,9:40,9,1,27C,170,CU x DR,wellF,95,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,5.12.18,9:40,9,1,27C,175,DR x DR,wellF,100,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,5.12.18,9:40,9,1,27C,178,SB x BK,wellF,100,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,5.12.18,9:40,9,1,27C,182,CU x DR,wellF,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,5.12.18,9:40,9,1,27C,187,CU x CU,wellF,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,6.12.18,9:00,33,2,27C,5,BK x SB,wellA,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1136,6.12.18,9:00,33,2,27C,9,BK x DR,wellA,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1137,6.12.18,9:00,33,2,27C,16,BK x CU,wellA,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1138,6.12.18,9:00,33,2,27C,32,CU x LS,wellA,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1139,6.12.18,9:00,33,2,27C,43,BK x LS,wellA,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140,6.12.18,9:00,33,2,27C,46,BK x CU,wellA,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1141,6.12.18,9:00,33,2,27C,52,DR x BK,wellA,90,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1142,6.12.18,9:00,33,2,27C,55,BK x LS,wellA,80,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1143,6.12.18,9:00,33,2,27C,58,BK x SB,wellA,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1144,6.12.18,9:00,33,2,27C,61,BK x DR,wellA,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1145,6.12.18,9:00,33,2,27C,66,BK x LS,wellA,85,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1146,6.12.18,9:00,33,2,27C,72,DR x CU,wellA,100,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,6.12.18,9:00,33,2,27C,75,BK x CU,wellA,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1148,6.12.18,9:00,33,2,27C,81,BK x CU,wellA,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1149,6.12.18,9:00,33,2,27C,86,BK x SB,wellA,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1150,6.12.18,9:00,33,2,27C,99,CU x BK,wellA,85,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1151,6.12.18,9:00,33,2,27C,106,SB x CU,wellA,100,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1152,6.12.18,9:00,33,2,27C,109,LS x BK,wellA,95,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1153,6.12.18,9:00,33,2,27C,112,LS x DR,wellA,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1154,6.12.18,9:00,33,2,27C,116,SB x LS,wellA,95,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1155,6.12.18,9:00,33,2,27C,131,BK x BK,wellA,100,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1156,6.12.18,9:00,33,2,27C,144,CU x BK,wellA,95,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,6.12.18,9:00,33,2,27C,150,LS x SB,wellA,100,Long Sandy,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,6.12.18,9:00,33,2,27C,151,DR x LS,wellA,95,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1159,6.12.18,9:00,33,2,27C,154,LS x CU,wellA,95,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1160,6.12.18,9:00,33,2,27C,157,LS x CU,wellA,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1161,6.12.18,9:00,33,2,27C,158,CU x SB,wellA,100,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1162,6.12.18,9:00,33,2,27C,159,BK x SB,wellA,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,6.12.18,9:00,33,2,27C,161,DR x SB,wellA,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,6.12.18,9:00,33,2,27C,167,SB x SB,wellA,100,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1165,6.12.18,9:00,33,2,27C,168,LS x LS,wellA,100,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1166,6.12.18,9:00,33,2,27C,169,DR x BK,wellA,95,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167,6.12.18,9:00,33,2,27C,170,CU x DR,wellA,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1168,6.12.18,9:00,33,2,27C,175,DR x DR,wellA,100,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1169,6.12.18,9:00,33,2,27C,178,SB x BK,wellA,95,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,6.12.18,9:00,33,2,27C,182,CU x DR,wellA,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,6.12.18,9:00,33,2,27C,187,CU x CU,wellA,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1172,6.12.18,9:00,33,2,27C,5,BK x SB,wellB,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1173,6.12.18,9:00,33,2,27C,9,BK x DR,wellB,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1174,6.12.18,9:00,33,2,27C,16,BK x CU,wellB,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175,6.12.18,9:00,33,2,27C,32,CU x LS,wellB,95,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1176,6.12.18,9:00,33,2,27C,43,BK x LS,wellB,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,6.12.18,9:00,33,2,27C,46,BK x CU,wellB,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,6.12.18,9:00,33,2,27C,52,DR x BK,wellB,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,6.12.18,9:00,33,2,27C,55,BK x LS,wellB,85,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1180,6.12.18,9:00,33,2,27C,58,BK x SB,wellB,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,6.12.18,9:00,33,2,27C,61,BK x DR,wellB,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1182,6.12.18,9:00,33,2,27C,66,BK x LS,wellB,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,6.12.18,9:00,33,2,27C,72,DR x CU,wellB,95,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,6.12.18,9:00,33,2,27C,75,BK x CU,wellB,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,6.12.18,9:00,33,2,27C,81,BK x CU,wellB,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,6.12.18,9:00,33,2,27C,86,BK x SB,wellB,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,6.12.18,9:00,33,2,27C,99,CU x BK,wellB,95,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,6.12.18,9:00,33,2,27C,106,SB x CU,wellB,95,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,6.12.18,9:00,33,2,27C,109,LS x BK,wellB,100,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,6.12.18,9:00,33,2,27C,112,LS x DR,wellB,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,6.12.18,9:00,33,2,27C,116,SB x LS,wellB,95,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,6.12.18,9:00,33,2,27C,131,BK x BK,wellB,100,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,6.12.18,9:00,33,2,27C,144,CU x BK,wellB,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1194,6.12.18,9:00,33,2,27C,150,LS x SB,wellB,100,Long Sandy,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,6.12.18,9:00,33,2,27C,151,DR x LS,wellB,100,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,6.12.18,9:00,33,2,27C,154,LS x CU,wellB,95,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,6.12.18,9:00,33,2,27C,157,LS x CU,wellB,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,6.12.18,9:00,33,2,27C,158,CU x SB,wellB,100,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,6.12.18,9:00,33,2,27C,159,BK x SB,wellB,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,6.12.18,9:00,33,2,27C,161,DR x SB,wellB,90,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,6.12.18,9:00,33,2,27C,167,SB x SB,wellB,95,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,6.12.18,9:00,33,2,27C,168,LS x LS,wellB,95,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,6.12.18,9:00,33,2,27C,169,DR x BK,wellB,90,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,6.12.18,9:00,33,2,27C,170,CU x DR,wellB,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,6.12.18,9:00,33,2,27C,175,DR x DR,wellB,100,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,6.12.18,9:00,33,2,27C,178,SB x BK,wellB,90,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207,6.12.18,9:00,33,2,27C,182,CU x DR,wellB,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,6.12.18,9:00,33,2,27C,187,CU x CU,wellB,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,6.12.18,9:00,33,2,27C,5,BK x SB,wellC,90,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,6.12.18,9:00,33,2,27C,9,BK x DR,wellC,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,6.12.18,9:00,33,2,27C,16,BK x CU,wellC,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,6.12.18,9:00,33,2,27C,32,CU x LS,wellC,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,6.12.18,9:00,33,2,27C,43,BK x LS,wellC,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,6.12.18,9:00,33,2,27C,46,BK x CU,wellC,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,6.12.18,9:00,33,2,27C,52,DR x BK,wellC,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,6.12.18,9:00,33,2,27C,55,BK x LS,wellC,85,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,6.12.18,9:00,33,2,27C,58,BK x SB,wellC,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,6.12.18,9:00,33,2,27C,61,BK x DR,wellC,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,6.12.18,9:00,33,2,27C,66,BK x LS,wellC,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,6.12.18,9:00,33,2,27C,72,DR x CU,wellC,100,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,6.12.18,9:00,33,2,27C,75,BK x CU,wellC,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,6.12.18,9:00,33,2,27C,81,BK x CU,wellC,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,6.12.18,9:00,33,2,27C,86,BK x SB,wellC,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,6.12.18,9:00,33,2,27C,99,CU x BK,wellC,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,6.12.18,9:00,33,2,27C,106,SB x CU,wellC,95,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,6.12.18,9:00,33,2,27C,109,LS x BK,wellC,95,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,6.12.18,9:00,33,2,27C,112,LS x DR,wellC,95,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,6.12.18,9:00,33,2,27C,116,SB x LS,wellC,100,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,6.12.18,9:00,33,2,27C,131,BK x BK,wellC,85,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,6.12.18,9:00,33,2,27C,144,CU x BK,wellC,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,6.12.18,9:00,33,2,27C,150,LS x SB,wellC,100,Long Sandy,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,6.12.18,9:00,33,2,27C,151,DR x LS,wellC,100,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,6.12.18,9:00,33,2,27C,154,LS x CU,wellC,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,6.12.18,9:00,33,2,27C,157,LS x CU,wellC,95,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,6.12.18,9:00,33,2,27C,158,CU x SB,wellC,100,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,6.12.18,9:00,33,2,27C,159,BK x SB,wellC,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,6.12.18,9:00,33,2,27C,161,DR x SB,wellC,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,6.12.18,9:00,33,2,27C,167,SB x SB,wellC,100,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,6.12.18,9:00,33,2,27C,168,LS x LS,wellC,100,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,6.12.18,9:00,33,2,27C,169,DR x BK,wellC,95,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,6.12.18,9:00,33,2,27C,170,CU x DR,wellC,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,6.12.18,9:00,33,2,27C,175,DR x DR,wellC,100,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,6.12.18,9:00,33,2,27C,178,SB x BK,wellC,90,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,6.12.18,9:00,33,2,27C,182,CU x DR,wellC,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,6.12.18,9:00,33,2,27C,187,CU x CU,wellC,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,6.12.18,9:00,33,2,27C,5,BK x SB,wellD,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,6.12.18,9:00,33,2,27C,9,BK x DR,wellD,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,6.12.18,9:00,33,2,27C,16,BK x CU,wellD,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,6.12.18,9:00,33,2,27C,32,CU x LS,wellD,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,6.12.18,9:00,33,2,27C,43,BK x LS,wellD,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,6.12.18,9:00,33,2,27C,46,BK x CU,wellD,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,6.12.18,9:00,33,2,27C,52,DR x BK,wellD,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,6.12.18,9:00,33,2,27C,55,BK x LS,wellD,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,6.12.18,9:00,33,2,27C,58,BK x SB,wellD,NA,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,6.12.18,9:00,33,2,27C,61,BK x DR,wellD,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,6.12.18,9:00,33,2,27C,66,BK x LS,wellD,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,6.12.18,9:00,33,2,27C,72,DR x CU,wellD,100,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,6.12.18,9:00,33,2,27C,75,BK x CU,wellD,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,6.12.18,9:00,33,2,27C,81,BK x CU,wellD,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,6.12.18,9:00,33,2,27C,86,BK x SB,wellD,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,6.12.18,9:00,33,2,27C,99,CU x BK,wellD,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,6.12.18,9:00,33,2,27C,106,SB x CU,wellD,100,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,6.12.18,9:00,33,2,27C,109,LS x BK,wellD,100,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,6.12.18,9:00,33,2,27C,112,LS x DR,wellD,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,6.12.18,9:00,33,2,27C,116,SB x LS,wellD,100,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,6.12.18,9:00,33,2,27C,131,BK x BK,wellD,100,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,6.12.18,9:00,33,2,27C,144,CU x BK,wellD,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,6.12.18,9:00,33,2,27C,150,LS x SB,wellD,100,Long Sandy,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,6.12.18,9:00,33,2,27C,151,DR x LS,wellD,100,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,6.12.18,9:00,33,2,27C,154,LS x CU,wellD,95,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,6.12.18,9:00,33,2,27C,157,LS x CU,wellD,95,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,6.12.18,9:00,33,2,27C,158,CU x SB,wellD,95,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,6.12.18,9:00,33,2,27C,159,BK x SB,wellD,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,6.12.18,9:00,33,2,27C,161,DR x SB,wellD,95,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,6.12.18,9:00,33,2,27C,167,SB x SB,wellD,100,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,6.12.18,9:00,33,2,27C,168,LS x LS,wellD,95,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,6.12.18,9:00,33,2,27C,169,DR x BK,wellD,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,6.12.18,9:00,33,2,27C,170,CU x DR,wellD,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,6.12.18,9:00,33,2,27C,175,DR x DR,wellD,95,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,6.12.18,9:00,33,2,27C,178,SB x BK,wellD,100,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,6.12.18,9:00,33,2,27C,182,CU x DR,wellD,90,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,6.12.18,9:00,33,2,27C,187,CU x CU,wellD,95,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,6.12.18,9:00,33,2,27C,5,BK x SB,wellE,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,6.12.18,9:00,33,2,27C,9,BK x DR,wellE,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,6.12.18,9:00,33,2,27C,16,BK x CU,wellE,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,6.12.18,9:00,33,2,27C,32,CU x LS,wellE,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,6.12.18,9:00,33,2,27C,43,BK x LS,wellE,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,6.12.18,9:00,33,2,27C,46,BK x CU,wellE,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,6.12.18,9:00,33,2,27C,52,DR x BK,wellE,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,6.12.18,9:00,33,2,27C,55,BK x LS,wellE,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,6.12.18,9:00,33,2,27C,58,BK x SB,wellE,NA,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,6.12.18,9:00,33,2,27C,61,BK x DR,wellE,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,6.12.18,9:00,33,2,27C,66,BK x LS,wellE,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,6.12.18,9:00,33,2,27C,72,DR x CU,wellE,95,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,6.12.18,9:00,33,2,27C,75,BK x CU,wellE,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,6.12.18,9:00,33,2,27C,81,BK x CU,wellE,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
