,Date,Time,Cumulative.hrs,Timepoint,Treatment,Boat,Parentage,Well,Perc_surv,Mom,Dad,Cone,NumParents,Parents,Avg.temp,Max.temp,Variab.temp,symb,bleaching.thresHughes,heat.rateMiddlebrook
174,5.12.18,9:40,9,1,35.5C,165,DR x CU,wellF,95,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,5.12.18,9:40,9,1,35.5C,166,CU x CU,wellA,95,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,5.12.18,9:40,9,1,35.5C,166,CU x CU,wellB,85,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,5.12.18,9:40,9,1,35.5C,166,CU x CU,wellC,90,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,5.12.18,9:40,9,1,35.5C,166,CU x CU,wellD,90,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,5.12.18,9:40,9,1,35.5C,166,CU x CU,wellE,95,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,5.12.18,9:40,9,1,35.5C,166,CU x CU,wellF,90,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,5.12.18,9:40,9,1,35.5C,171,DR x BK,wellA,95,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,5.12.18,9:40,9,1,35.5C,171,DR x BK,wellB,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,5.12.18,9:40,9,1,35.5C,171,DR x BK,wellC,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,5.12.18,9:40,9,1,35.5C,171,DR x BK,wellD,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,5.12.18,9:40,9,1,35.5C,171,DR x BK,wellE,90,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,5.12.18,9:40,9,1,35.5C,171,DR x BK,wellF,95,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,5.12.18,9:40,9,1,35.5C,172,DR x BK,wellA,90,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,5.12.18,9:40,9,1,35.5C,172,DR x BK,wellB,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,5.12.18,9:40,9,1,35.5C,172,DR x BK,wellC,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,5.12.18,9:40,9,1,35.5C,172,DR x BK,wellD,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,5.12.18,9:40,9,1,35.5C,172,DR x BK,wellE,95,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,5.12.18,9:40,9,1,35.5C,172,DR x BK,wellF,95,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,5.12.18,9:40,9,1,35.5C,173,BK x CU,wellA,90,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,5.12.18,9:40,9,1,35.5C,173,BK x CU,wellB,90,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,5.12.18,9:40,9,1,35.5C,173,BK x CU,wellC,90,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,5.12.18,9:40,9,1,35.5C,173,BK x CU,wellD,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,5.12.18,9:40,9,1,35.5C,173,BK x CU,wellE,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,5.12.18,9:40,9,1,35.5C,173,BK x CU,wellF,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,5.12.18,9:40,9,1,35.5C,174,BK x LS,wellA,80,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,5.12.18,9:40,9,1,35.5C,174,BK x LS,wellB,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,5.12.18,9:40,9,1,35.5C,174,BK x LS,wellC,95,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,5.12.18,9:40,9,1,35.5C,174,BK x LS,wellD,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,5.12.18,9:40,9,1,35.5C,174,BK x LS,wellE,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,5.12.18,9:40,9,1,35.5C,174,BK x LS,wellF,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,5.12.18,9:40,9,1,35.5C,179,SB x DR,wellA,100,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,5.12.18,9:40,9,1,35.5C,179,SB x DR,wellB,90,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,5.12.18,9:40,9,1,35.5C,179,SB x DR,wellC,95,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,5.12.18,9:40,9,1,35.5C,179,SB x DR,wellD,90,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,5.12.18,9:40,9,1,35.5C,179,SB x DR,wellE,100,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,5.12.18,9:40,9,1,35.5C,179,SB x DR,wellF,90,Sand Bank 7,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,5.12.18,9:40,9,1,35.5C,180,BK x SB,wellA,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,5.12.18,9:40,9,1,35.5C,180,BK x SB,wellB,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,5.12.18,9:40,9,1,35.5C,180,BK x SB,wellC,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,5.12.18,9:40,9,1,35.5C,180,BK x SB,wellD,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,5.12.18,9:40,9,1,35.5C,180,BK x SB,wellE,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,5.12.18,9:40,9,1,35.5C,180,BK x SB,wellF,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,5.12.18,9:40,9,1,35.5C,183,BK x DR,wellA,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,5.12.18,9:40,9,1,35.5C,183,BK x DR,wellB,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,5.12.18,9:40,9,1,35.5C,183,BK x DR,wellC,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,5.12.18,9:40,9,1,35.5C,183,BK x DR,wellD,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,5.12.18,9:40,9,1,35.5C,183,BK x DR,wellE,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,5.12.18,9:40,9,1,35.5C,183,BK x DR,wellF,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,5.12.18,9:40,9,1,35.5C,185,CU x DR,wellA,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,5.12.18,9:40,9,1,35.5C,185,CU x DR,wellB,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,5.12.18,9:40,9,1,35.5C,185,CU x DR,wellC,90,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,5.12.18,9:40,9,1,35.5C,185,CU x DR,wellD,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,5.12.18,9:40,9,1,35.5C,185,CU x DR,wellE,95,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,5.12.18,9:40,9,1,35.5C,185,CU x DR,wellF,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,6.12.18,9:00,33,2,35.5C,2,BK x CU,wellA,80,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,6.12.18,9:00,33,2,35.5C,2,BK x CU,wellB,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,6.12.18,9:00,33,2,35.5C,2,BK x CU,wellC,85,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,6.12.18,9:00,33,2,35.5C,2,BK x CU,wellD,90,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,6.12.18,9:00,33,2,35.5C,2,BK x CU,wellE,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,6.12.18,9:00,33,2,35.5C,2,BK x CU,wellF,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,6.12.18,9:00,33,2,35.5C,10,BK x CU,wellA,100,Backnumbers,Curd,27,NA,NA,NA,NA,NA,NA,NA,NA
236,6.12.18,9:00,33,2,35.5C,10,BK x CU,wellB,100,Backnumbers,Curd,27,NA,NA,NA,NA,NA,NA,NA,NA
237,6.12.18,9:00,33,2,35.5C,10,BK x CU,wellC,100,Backnumbers,Curd,27,NA,NA,NA,NA,NA,NA,NA,NA
238,6.12.18,9:00,33,2,35.5C,10,BK x CU,wellD,95,Backnumbers,Curd,27,NA,NA,NA,NA,NA,NA,NA,NA
239,6.12.18,9:00,33,2,35.5C,10,BK x CU,wellE,100,Backnumbers,Curd,27,NA,NA,NA,NA,NA,NA,NA,NA
240,6.12.18,9:00,33,2,35.5C,10,BK x CU,wellF,95,Backnumbers,Curd,27,NA,NA,NA,NA,NA,NA,NA,NA
241,6.12.18,9:00,33,2,35.5C,11,BK x DR,wellA,90,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,6.12.18,9:00,33,2,35.5C,11,BK x DR,wellB,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,6.12.18,9:00,33,2,35.5C,11,BK x DR,wellC,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,6.12.18,9:00,33,2,35.5C,11,BK x DR,wellD,90,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,6.12.18,9:00,33,2,35.5C,11,BK x DR,wellE,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,6.12.18,9:00,33,2,35.5C,11,BK x DR,wellF,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,6.12.18,9:00,33,2,35.5C,13,BK x BK,wellA,95,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,6.12.18,9:00,33,2,35.5C,13,BK x BK,wellB,100,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,6.12.18,9:00,33,2,35.5C,13,BK x BK,wellC,95,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,6.12.18,9:00,33,2,35.5C,13,BK x BK,wellD,95,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,6.12.18,9:00,33,2,35.5C,13,BK x BK,wellE,90,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,6.12.18,9:00,33,2,35.5C,13,BK x BK,wellF,90,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,6.12.18,9:00,33,2,35.5C,17,BK x LS,wellA,75,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,6.12.18,9:00,33,2,35.5C,17,BK x LS,wellB,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,6.12.18,9:00,33,2,35.5C,17,BK x LS,wellC,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,6.12.18,9:00,33,2,35.5C,17,BK x LS,wellD,95,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,6.12.18,9:00,33,2,35.5C,17,BK x LS,wellE,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,6.12.18,9:00,33,2,35.5C,17,BK x LS,wellF,95,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,6.12.18,9:00,33,2,35.5C,53,BK x LS,wellA,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,6.12.18,9:00,33,2,35.5C,53,BK x LS,wellB,85,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,6.12.18,9:00,33,2,35.5C,53,BK x LS,wellC,95,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,6.12.18,9:00,33,2,35.5C,53,BK x LS,wellD,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,6.12.18,9:00,33,2,35.5C,53,BK x LS,wellE,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,6.12.18,9:00,33,2,35.5C,53,BK x LS,wellF,95,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,6.12.18,9:00,33,2,35.5C,57,BK x SB,wellA,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,6.12.18,9:00,33,2,35.5C,57,BK x SB,wellB,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,6.12.18,9:00,33,2,35.5C,57,BK x SB,wellC,50,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,6.12.18,9:00,33,2,35.5C,57,BK x SB,wellD,70,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,6.12.18,9:00,33,2,35.5C,57,BK x SB,wellE,85,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,6.12.18,9:00,33,2,35.5C,57,BK x SB,wellF,20,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,6.12.18,9:00,33,2,35.5C,79,BK x CU,wellA,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,6.12.18,9:00,33,2,35.5C,79,BK x CU,wellB,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,6.12.18,9:00,33,2,35.5C,79,BK x CU,wellC,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,6.12.18,9:00,33,2,35.5C,79,BK x CU,wellD,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,6.12.18,9:00,33,2,35.5C,79,BK x CU,wellE,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,6.12.18,9:00,33,2,35.5C,79,BK x CU,wellF,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,6.12.18,9:00,33,2,35.5C,82,BK x SB,wellA,80,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,6.12.18,9:00,33,2,35.5C,82,BK x SB,wellB,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,6.12.18,9:00,33,2,35.5C,82,BK x SB,wellC,55,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,6.12.18,9:00,33,2,35.5C,82,BK x SB,wellD,75,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,6.12.18,9:00,33,2,35.5C,82,BK x SB,wellE,75,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,6.12.18,9:00,33,2,35.5C,82,BK x SB,wellF,90,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,6.12.18,9:00,33,2,35.5C,89,DR x SB,wellA,45,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,6.12.18,9:00,33,2,35.5C,89,DR x SB,wellB,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,6.12.18,9:00,33,2,35.5C,89,DR x SB,wellC,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,6.12.18,9:00,33,2,35.5C,89,DR x SB,wellD,65,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,6.12.18,9:00,33,2,35.5C,89,DR x SB,wellE,90,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,6.12.18,9:00,33,2,35.5C,89,DR x SB,wellF,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,6.12.18,9:00,33,2,35.5C,98,BK x SB,wellA,90,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,6.12.18,9:00,33,2,35.5C,98,BK x SB,wellB,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,6.12.18,9:00,33,2,35.5C,98,BK x SB,wellC,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,6.12.18,9:00,33,2,35.5C,98,BK x SB,wellD,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,6.12.18,9:00,33,2,35.5C,98,BK x SB,wellE,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,6.12.18,9:00,33,2,35.5C,98,BK x SB,wellF,75,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,6.12.18,9:00,33,2,35.5C,100,DR x DR,wellA,95,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,6.12.18,9:00,33,2,35.5C,100,DR x DR,wellB,95,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,6.12.18,9:00,33,2,35.5C,100,DR x DR,wellC,90,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,6.12.18,9:00,33,2,35.5C,100,DR x DR,wellD,40,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,6.12.18,9:00,33,2,35.5C,100,DR x DR,wellE,80,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,6.12.18,9:00,33,2,35.5C,100,DR x DR,wellF,95,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,6.12.18,9:00,33,2,35.5C,102,SB x CU,wellA,85,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,6.12.18,9:00,33,2,35.5C,102,SB x CU,wellB,95,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,6.12.18,9:00,33,2,35.5C,102,SB x CU,wellC,90,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,6.12.18,9:00,33,2,35.5C,102,SB x CU,wellD,95,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,6.12.18,9:00,33,2,35.5C,102,SB x CU,wellE,85,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,6.12.18,9:00,33,2,35.5C,102,SB x CU,wellF,100,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,6.12.18,9:00,33,2,35.5C,103,SB x BK,wellA,100,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,6.12.18,9:00,33,2,35.5C,103,SB x BK,wellB,95,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,6.12.18,9:00,33,2,35.5C,103,SB x BK,wellC,95,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,6.12.18,9:00,33,2,35.5C,103,SB x BK,wellD,100,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,6.12.18,9:00,33,2,35.5C,103,SB x BK,wellE,95,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,6.12.18,9:00,33,2,35.5C,103,SB x BK,wellF,100,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,6.12.18,9:00,33,2,35.5C,104,SB x LS,wellA,75,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,6.12.18,9:00,33,2,35.5C,104,SB x LS,wellB,95,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,6.12.18,9:00,33,2,35.5C,104,SB x LS,wellC,100,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,6.12.18,9:00,33,2,35.5C,104,SB x LS,wellD,NA,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,6.12.18,9:00,33,2,35.5C,104,SB x LS,wellE,90,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,6.12.18,9:00,33,2,35.5C,104,SB x LS,wellF,90,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,6.12.18,9:00,33,2,35.5C,105,SB x SB,wellA,85,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,6.12.18,9:00,33,2,35.5C,105,SB x SB,wellB,75,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,6.12.18,9:00,33,2,35.5C,105,SB x SB,wellC,55,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,6.12.18,9:00,33,2,35.5C,105,SB x SB,wellD,75,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,6.12.18,9:00,33,2,35.5C,105,SB x SB,wellE,70,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,6.12.18,9:00,33,2,35.5C,105,SB x SB,wellF,50,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,6.12.18,9:00,33,2,35.5C,108,LS x CU,wellA,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,6.12.18,9:00,33,2,35.5C,108,LS x CU,wellB,85,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,6.12.18,9:00,33,2,35.5C,108,LS x CU,wellC,75,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,6.12.18,9:00,33,2,35.5C,108,LS x CU,wellD,80,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,6.12.18,9:00,33,2,35.5C,108,LS x CU,wellE,75,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,6.12.18,9:00,33,2,35.5C,108,LS x CU,wellF,90,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,6.12.18,9:00,33,2,35.5C,113,LS x DR,wellA,85,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,6.12.18,9:00,33,2,35.5C,113,LS x DR,wellB,95,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,6.12.18,9:00,33,2,35.5C,113,LS x DR,wellC,80,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,6.12.18,9:00,33,2,35.5C,113,LS x DR,wellD,90,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,6.12.18,9:00,33,2,35.5C,113,LS x DR,wellE,80,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,6.12.18,9:00,33,2,35.5C,113,LS x DR,wellF,90,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,6.12.18,9:00,33,2,35.5C,124,LS x LS,wellA,75,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,6.12.18,9:00,33,2,35.5C,124,LS x LS,wellB,75,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,6.12.18,9:00,33,2,35.5C,124,LS x LS,wellC,50,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,6.12.18,9:00,33,2,35.5C,124,LS x LS,wellD,20,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,6.12.18,9:00,33,2,35.5C,124,LS x LS,wellE,60,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,6.12.18,9:00,33,2,35.5C,124,LS x LS,wellF,60,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,6.12.18,9:00,33,2,35.5C,132,CU x SB,wellA,95,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,6.12.18,9:00,33,2,35.5C,132,CU x SB,wellB,90,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,6.12.18,9:00,33,2,35.5C,132,CU x SB,wellC,90,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,6.12.18,9:00,33,2,35.5C,132,CU x SB,wellD,95,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,6.12.18,9:00,33,2,35.5C,132,CU x SB,wellE,95,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,6.12.18,9:00,33,2,35.5C,132,CU x SB,wellF,100,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,6.12.18,9:00,33,2,35.5C,147,DR x LS,wellA,95,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,6.12.18,9:00,33,2,35.5C,147,DR x LS,wellB,90,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,6.12.18,9:00,33,2,35.5C,147,DR x LS,wellC,95,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,6.12.18,9:00,33,2,35.5C,147,DR x LS,wellD,90,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,6.12.18,9:00,33,2,35.5C,147,DR x LS,wellE,90,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,6.12.18,9:00,33,2,35.5C,147,DR x LS,wellF,85,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,6.12.18,9:00,33,2,35.5C,148,DR x SB,wellA,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,6.12.18,9:00,33,2,35.5C,148,DR x SB,wellB,95,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,6.12.18,9:00,33,2,35.5C,148,DR x SB,wellC,95,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,6.12.18,9:00,33,2,35.5C,148,DR x SB,wellD,95,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA
