,Order,POSITION,SINGLE.CLUMP,Date,Timepoint,Treatment,Zoox,Tank,Replicate,Plate,Well,Mom,Dad,Family,Genetic,Recruit,Survival.T1,Condition
7161,15466,Centre Raised,s,30/12/2018,T1,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.1,2,1
7162,16090,Centre Raised,s,25/02/2019,T8,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.1,1,0
7163,15467,Centre Raised,s,30/12/2018,T1,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.2,2,1
7164,16091,Centre Raised,s,25/02/2019,T8,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.2,2,1
7165,15468,Centre Raised,s,30/12/2018,T1,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.3,2,1
7166,16092,Centre Raised,s,25/02/2019,T8,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.3,1,0
7167,15469,Centre Raised,s,30/12/2018,T1,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.4,2,1
7168,16093,Centre Raised,s,25/02/2019,T8,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.4,1,0
7169,15470,Centre Raised,s,30/12/2018,T1,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.5,2,1
7170,16094,Centre Raised,s,25/02/2019,T8,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.5,1,0
7171,15471,Edge Raised,s,30/12/2018,T1,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.6,2,1
7172,16095,Edge Raised,s,25/02/2019,T8,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.6,2,2
7173,15472,Edge Raised,s,30/12/2018,T1,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.7,2,1
7174,16096,Edge Raised,s,25/02/2019,T8,26,SED,13,1,15,2,LS,BK,LSxBK,CrossAmbo,13.15.2.7,1,0
7175,15473,Centre Flat,s,30/12/2018,T1,26,SED,13,1,15,3,LS,BK,LSxBK,CrossAmbo,13.15.3.1,2,1
7176,16097,Centre Flat,s,25/02/2019,T8,26,SED,13,1,15,3,LS,BK,LSxBK,CrossAmbo,13.15.3.1,1,0
7177,15474,Centre Flat,s,30/12/2018,T1,26,SED,13,1,15,3,LS,BK,LSxBK,CrossAmbo,13.15.3.2,2,1
7178,16098,Centre Flat,s,25/02/2019,T8,26,SED,13,1,15,3,LS,BK,LSxBK,CrossAmbo,13.15.3.2,2,1
7179,15475,Centre Raised,s,30/12/2018,T1,26,SED,13,1,15,3,LS,BK,LSxBK,CrossAmbo,13.15.3.3,2,1
7180,16099,Centre Raised,s,25/02/2019,T8,26,SED,13,1,15,3,LS,BK,LSxBK,CrossAmbo,13.15.3.3,1,0
7181,15476,Centre Raised,s,30/12/2018,T1,26,SED,13,1,15,3,LS,BK,LSxBK,CrossAmbo,13.15.3.4,2,1
7182,16100,Centre Raised,s,25/02/2019,T8,26,SED,13,1,15,3,LS,BK,LSxBK,CrossAmbo,13.15.3.4,1,0
7183,15508,Centre Flat,s,30/12/2018,T1,26,SED,13,1,17,3,DR,BK,DRxBK,CrossAmbo,13.17.3.1,2,1
7184,16132,Centre Flat,s,25/02/2019,T8,26,SED,13,1,17,3,DR,BK,DRxBK,CrossAmbo,13.17.3.1,2,1
7185,15509,Centre Flat,s,30/12/2018,T1,26,SED,13,1,17,3,DR,BK,DRxBK,CrossAmbo,13.17.3.2,2,1
7186,16133,Centre Flat,s,25/02/2019,T8,26,SED,13,1,17,3,DR,BK,DRxBK,CrossAmbo,13.17.3.2,2,1
7187,15510,Centre Flat,s,30/12/2018,T1,26,SED,13,1,17,3,DR,BK,DRxBK,CrossAmbo,13.17.3.3,2,1
7188,16134,Centre Flat,s,25/02/2019,T8,26,SED,13,1,17,3,DR,BK,DRxBK,CrossAmbo,13.17.3.3,2,1
7189,15511,Centre Flat,s,30/12/2018,T1,26,SED,13,1,17,4,DR,SB,DRxSB,CrossAmbo,13.17.4.1,2,1
7190,16135,Centre Flat,s,25/02/2019,T8,26,SED,13,1,17,4,DR,SB,DRxSB,CrossAmbo,13.17.4.1,2,1
7191,15512,Centre Flat,s,30/12/2018,T1,26,SED,13,1,17,4,DR,SB,DRxSB,CrossAmbo,13.17.4.2,2,1
7192,16136,Centre Flat,s,25/02/2019,T8,26,SED,13,1,17,4,DR,SB,DRxSB,CrossAmbo,13.17.4.2,2,1
7193,15518,Centre Flat,s,30/12/2018,T1,26,SED,13,1,17,6,DR,SB,DRxSB,CrossAmbo,13.17.6.1,2,1
7194,16142,Centre Flat,s,25/02/2019,T8,26,SED,13,1,17,6,DR,SB,DRxSB,CrossAmbo,13.17.6.1,1,0
7195,15593,Centre Flat,s,30/12/2018,T1,26,SED,13,1,19,1,CU,CU,CUxCU,PureAmbo,13.19.1.1,2,1
7196,16217,Centre Flat,s,25/02/2019,T8,26,SED,13,1,19,1,CU,CU,CUxCU,PureAmbo,13.19.1.1,2,1
7197,15594,Centre Flat,s,30/12/2018,T1,26,SED,13,1,19,1,CU,CU,CUxCU,PureAmbo,13.19.1.2,2,1
7198,16218,Centre Flat,s,25/02/2019,T8,26,SED,13,1,19,1,CU,CU,CUxCU,PureAmbo,13.19.1.2,2,1
7199,15595,Centre Flat,s,30/12/2018,T1,26,SED,13,1,19,1,CU,CU,CUxCU,PureAmbo,13.19.1.3,2,1
7200,16219,Centre Flat,s,25/02/2019,T8,26,SED,13,1,19,1,CU,CU,CUxCU,PureAmbo,13.19.1.3,1,0
7201,15596,Centre Flat,s,30/12/2018,T1,26,SED,13,1,19,1,CU,CU,CUxCU,PureAmbo,13.19.1.4,2,1
7202,16220,Centre Flat,s,25/02/2019,T8,26,SED,13,1,19,1,CU,CU,CUxCU,PureAmbo,13.19.1.4,1,0
7203,15597,Centre Flat,s,30/12/2018,T1,26,SED,13,1,19,1,CU,CU,CUxCU,PureAmbo,13.19.1.5,2,1
7204,16221,Centre Flat,s,25/02/2019,T8,26,SED,13,1,19,1,CU,CU,CUxCU,PureAmbo,13.19.1.5,2,1
7205,15605,Centre Flat,s,30/12/2018,T1,26,SED,13,1,19,3,CU,CU,CUxCU,PureAmbo,13.19.3.1,2,1
7206,16229,Centre Flat,s,25/02/2019,T8,26,SED,13,1,19,3,CU,CU,CUxCU,PureAmbo,13.19.3.1,2,1
7207,15608,Centre Flat,s,30/12/2018,T1,26,SED,13,1,19,4,BK,LS,BKxLS,CrossAmbo,13.19.4.1,2,1
7208,16232,Centre Flat,s,25/02/2019,T8,26,SED,13,1,19,4,BK,LS,BKxLS,CrossAmbo,13.19.4.1,2,1
7209,15610,Centre Flat,s,30/12/2018,T1,26,SED,13,1,19,5,BK,LS,BKxLS,CrossAmbo,13.19.5.1,2,1
7210,16234,Centre Flat,s,25/02/2019,T8,26,SED,13,1,19,5,BK,LS,BKxLS,CrossAmbo,13.19.5.1,2,1
7211,15611,Centre Flat,s,30/12/2018,T1,26,SED,13,1,19,5,BK,LS,BKxLS,CrossAmbo,13.19.5.2,2,1
7212,16235,Centre Flat,s,25/02/2019,T8,26,SED,13,1,19,5,BK,LS,BKxLS,CrossAmbo,13.19.5.2,2,1
7213,15612,Centre Flat,s,30/12/2018,T1,26,SED,13,1,19,6,BK,LS,BKxLS,CrossAmbo,13.19.6.1,2,1
7214,16236,Centre Flat,s,25/02/2019,T8,26,SED,13,1,19,6,BK,LS,BKxLS,CrossAmbo,13.19.6.1,2,1
7215,15547,Centre Flat,s,30/12/2018,T1,26,SED,13,1,22,2,CU,SB,CUxSB,CrossAmbo,13.22.2.1,2,1
7216,16171,Centre Flat,s,25/02/2019,T8,26,SED,13,1,22,2,CU,SB,CUxSB,CrossAmbo,13.22.2.1,2,1
7217,15548,Centre Flat,s,30/12/2018,T1,26,SED,13,1,22,5,SB,BK,SBxBK,CrossAmbo,13.22.5.1,2,1
7218,16172,Centre Flat,s,25/02/2019,T8,26,SED,13,1,22,5,SB,BK,SBxBK,CrossAmbo,13.22.5.1,1,0
7219,15560,Centre Flat,s,30/12/2018,T1,26,SED,13,1,24,2,LS,SB,LSxSB,CrossAmbo,13.24.2.1,2,1
7220,16184,Centre Flat,s,25/02/2019,T8,26,SED,13,1,24,2,LS,SB,LSxSB,CrossAmbo,13.24.2.1,2,1
7221,15561,Centre Flat,s,30/12/2018,T1,26,SED,13,1,24,2,LS,SB,LSxSB,CrossAmbo,13.24.2.2,2,1
7222,16185,Centre Flat,s,25/02/2019,T8,26,SED,13,1,24,2,LS,SB,LSxSB,CrossAmbo,13.24.2.2,2,1
7223,15684,Centre Raised,s,30/12/2018,T1,32,D1,24,3,12,1,BK,SB,BKxSB,CrossHot,24.12.1.1,2,1
7224,16308,Centre Raised,s,25/02/2019,T8,32,D1,24,3,12,1,BK,SB,BKxSB,CrossHot,24.12.1.1,1,0
7225,15685,Centre Flat,s,30/12/2018,T1,32,D1,24,3,12,2,BK,SB,BKxSB,CrossHot,24.12.2.2,2,1
7226,16309,Centre Flat,s,25/02/2019,T8,32,D1,24,3,12,2,BK,SB,BKxSB,CrossHot,24.12.2.2,1,0
7227,15686,Centre Raised,s,30/12/2018,T1,32,D1,24,3,12,4,LS,LS,LSxLS,PureHot,24.12.4.1,2,1
7228,16310,Centre Raised,s,25/02/2019,T8,32,D1,24,3,12,4,LS,LS,LSxLS,PureHot,24.12.4.1,1,0
7229,15687,Centre Flat,s,30/12/2018,T1,32,D1,24,3,12,4,LS,LS,LSxLS,PureHot,24.12.4.2,2,1
7230,16311,Centre Flat,s,25/02/2019,T8,32,D1,24,3,12,4,LS,LS,LSxLS,PureHot,24.12.4.2,2,1
7231,15692,Centre Raised,s,30/12/2018,T1,32,D1,24,3,12,5,LS,LS,LSxLS,PureHot,24.12.5.1,2,1
7232,16316,Centre Raised,s,25/02/2019,T8,32,D1,24,3,12,5,LS,LS,LSxLS,PureHot,24.12.5.1,1,0
7233,15693,Centre Flat,s,30/12/2018,T1,32,D1,24,3,12,6,LS,LS,LSxLS,PureHot,24.12.6.1,2,1
7234,16317,Centre Flat,s,25/02/2019,T8,32,D1,24,3,12,6,LS,LS,LSxLS,PureHot,24.12.6.1,2,1
7235,15694,Centre Flat,s,30/12/2018,T1,32,D1,24,3,12,6,LS,LS,LSxLS,PureHot,24.12.6.2,2,1
7236,16318,Centre Flat,s,25/02/2019,T8,32,D1,24,3,12,6,LS,LS,LSxLS,PureHot,24.12.6.2,2,2
7237,15710,Centre Flat,s,30/12/2018,T1,32,D1,24,3,14,1,CU,DR,CUxDR,CrossHot,24.14.1.1,2,1
7238,16334,Centre Flat,s,25/02/2019,T8,32,D1,24,3,14,1,CU,DR,CUxDR,CrossHot,24.14.1.1,2,1
7239,15711,Centre Flat,s,30/12/2018,T1,32,D1,24,3,14,1,CU,DR,CUxDR,CrossHot,24.14.1.2,2,1
7240,16335,Centre Flat,s,25/02/2019,T8,32,D1,24,3,14,1,CU,DR,CUxDR,CrossHot,24.14.1.2,2,1
7241,15714,Centre Flat,s,30/12/2018,T1,32,D1,24,3,14,3,CU,DR,CUxDR,CrossHot,24.14.3.1,2,1
7242,16338,Centre Flat,s,25/02/2019,T8,32,D1,24,3,14,3,CU,DR,CUxDR,CrossHot,24.14.3.1,2,1
7243,15940,Centre Flat,s,30/12/2018,T1,32,D1,24,3,18,1,CU,SB,CUxSB,CrossHot,24.18.1.1,2,1
7244,16564,Centre Flat,s,25/02/2019,T8,32,D1,24,3,18,1,CU,SB,CUxSB,CrossHot,24.18.1.1,2,1
7245,15941,Centre Flat,s,30/12/2018,T1,32,D1,24,3,18,2,CU,SB,CUxSB,CrossHot,24.18.2.1,2,1
7246,16565,Centre Flat,s,25/02/2019,T8,32,D1,24,3,18,2,CU,SB,CUxSB,CrossHot,24.18.2.1,2,1
7247,15942,Centre Flat,s,30/12/2018,T1,32,D1,24,3,18,3,CU,SB,CUxSB,CrossHot,24.18.3.1,2,1
7248,16566,Centre Flat,s,25/02/2019,T8,32,D1,24,3,18,3,CU,SB,CUxSB,CrossHot,24.18.3.1,2,1
7249,15733,Centre Flat,s,30/12/2018,T1,32,D1,24,3,19,1,CU,LS,CUxLS,CrossHot,24.19.1.1,2,1
7250,16357,Centre Flat,s,25/02/2019,T8,32,D1,24,3,19,1,CU,LS,CUxLS,CrossHot,24.19.1.1,2,1
7251,15734,Centre Flat,s,30/12/2018,T1,32,D1,24,3,19,1,CU,LS,CUxLS,CrossHot,24.19.1.2,2,1
7252,16358,Centre Flat,s,25/02/2019,T8,32,D1,24,3,19,1,CU,LS,CUxLS,CrossHot,24.19.1.2,2,1
7253,15737,Centre Flat,s,30/12/2018,T1,32,D1,24,3,19,1,CU,LS,CUxLS,CrossHot,24.19.1.5,2,1
7254,16361,Centre Flat,s,25/02/2019,T8,32,D1,24,3,19,1,CU,LS,CUxLS,CrossHot,24.19.1.5,2,1
7255,15738,Centre Flat,s,30/12/2018,T1,32,D1,24,3,19,2,CU,LS,CUxLS,CrossHot,24.19.2.1,2,1
7256,16362,Centre Flat,s,25/02/2019,T8,32,D1,24,3,19,2,CU,LS,CUxLS,CrossHot,24.19.2.1,2,1
7257,15739,Centre Flat,s,30/12/2018,T1,32,D1,24,3,19,2,CU,LS,CUxLS,CrossHot,24.19.2.2,2,1
7258,16363,Centre Flat,s,25/02/2019,T8,32,D1,24,3,19,2,CU,LS,CUxLS,CrossHot,24.19.2.2,2,1
7259,15740,Centre Flat,s,30/12/2018,T1,32,D1,24,3,19,2,CU,LS,CUxLS,CrossHot,24.19.2.3,2,1
7260,16364,Centre Flat,s,25/02/2019,T8,32,D1,24,3,19,2,CU,LS,CUxLS,CrossHot,24.19.2.3,2,1
7261,15741,Centre Flat,s,30/12/2018,T1,32,D1,24,3,19,2,CU,LS,CUxLS,CrossHot,24.19.2.4,2,1
7262,16365,Centre Flat,s,25/02/2019,T8,32,D1,24,3,19,2,CU,LS,CUxLS,CrossHot,24.19.2.4,2,1
7263,15744,Centre Flat,s,30/12/2018,T1,32,D1,24,3,19,3,CU,LS,CUxLS,CrossHot,24.19.3.1,2,1
7264,16368,Centre Flat,s,25/02/2019,T8,32,D1,24,3,19,3,CU,LS,CUxLS,CrossHot,24.19.3.1,2,1
7265,15748,Centre Flat,s,30/12/2018,T1,32,D1,24,3,19,4,LS,CU,LSxCU,CrossHot,24.19.4.1,2,1
7266,16372,Centre Flat,s,25/02/2019,T8,32,D1,24,3,19,4,LS,CU,LSxCU,CrossHot,24.19.4.1,2,1
7267,15749,Centre Flat,s,30/12/2018,T1,32,D1,24,3,19,4,LS,CU,LSxCU,CrossHot,24.19.4.2,2,1
7268,16373,Centre Flat,s,25/02/2019,T8,32,D1,24,3,19,4,LS,CU,LSxCU,CrossHot,24.19.4.2,2,1
7269,15750,Centre Flat,s,30/12/2018,T1,32,D1,24,3,19,6,LS,CU,LSxCU,CrossHot,24.19.6.1,2,1
7270,16374,Centre Flat,s,25/02/2019,T8,32,D1,24,3,19,6,LS,CU,LSxCU,CrossHot,24.19.6.1,2,1
7271,15649,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,1,DR,DR,DRxDR,PureHot,24.2.1.1,2,1
7272,16273,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,1,DR,DR,DRxDR,PureHot,24.2.1.1,1,0
7273,15650,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,1,DR,DR,DRxDR,PureHot,24.2.1.2,2,1
7274,16274,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,1,DR,DR,DRxDR,PureHot,24.2.1.2,2,1
7275,15651,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,1,DR,DR,DRxDR,PureHot,24.2.1.3,2,1
7276,16275,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,1,DR,DR,DRxDR,PureHot,24.2.1.3,2,1
7277,15656,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,2,DR,DR,DRxDR,PureHot,24.2.2.1.1,2,1
7278,15717,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,2,CU,DR,CUxDR,CrossHot,24.2.2.1,2,1
7279,16280,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,2,DR,DR,DRxDR,PureHot,24.2.2.1.1,2,1
7280,16341,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,2,CU,DR,CUxDR,CrossHot,24.2.2.1,2,1
7281,15657,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,2,DR,DR,DRxDR,PureHot,24.2.2.2.1,2,1
7282,15718,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,2,CU,DR,CUxDR,CrossHot,24.2.2.2,2,1
7283,16281,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,2,DR,DR,DRxDR,PureHot,24.2.2.2.1,1,0
7284,16342,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,2,CU,DR,CUxDR,CrossHot,24.2.2.2,2,1
7285,15658,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,2,DR,DR,DRxDR,PureHot,24.2.2.3,2,1
7286,16282,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,2,DR,DR,DRxDR,PureHot,24.2.2.3,2,1
7287,15666,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,3,DR,DR,DRxDR,PureHot,24.2.3.1.1,2,1
7288,15725,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,3,CU,DR,CUxDR,CrossHot,24.2.3.1,2,1
7289,16290,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,3,DR,DR,DRxDR,PureHot,24.2.3.1.1,2,1
7290,16349,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,3,CU,DR,CUxDR,CrossHot,24.2.3.1,2,1
7291,15667,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,3,DR,DR,DRxDR,PureHot,24.2.3.2,2,1
7292,16291,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,3,DR,DR,DRxDR,PureHot,24.2.3.2,2,1
7293,15668,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,3,DR,DR,DRxDR,PureHot,24.2.3.3,2,1
7294,16292,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,3,DR,DR,DRxDR,PureHot,24.2.3.3,2,2
7295,15670,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,3,DR,DR,DRxDR,PureHot,24.2.3.5,2,1
7296,16294,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,3,DR,DR,DRxDR,PureHot,24.2.3.5,1,0
7297,15730,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,4,LS,SB,LSxSB,CrossHot,24.2.4.1,2,1
7298,16354,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,4,LS,SB,LSxSB,CrossHot,24.2.4.1,2,1
7299,15671,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,5,BK,DR,BKxDR,CrossHot,24.2.5.1.1,2,1
7300,15731,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,5,LS,SB,LSxSB,CrossHot,24.2.5.1,2,1
7301,16295,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,5,BK,DR,BKxDR,CrossHot,24.2.5.1.1,1,0
7302,16355,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,5,LS,SB,LSxSB,CrossHot,24.2.5.1,2,1
7303,15672,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,5,BK,DR,BKxDR,CrossHot,24.2.5.2,2,1
7304,16296,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,5,BK,DR,BKxDR,CrossHot,24.2.5.2,2,1
7305,15674,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,5,BK,DR,BKxDR,CrossHot,24.2.5.4,2,1
7306,16298,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,5,BK,DR,BKxDR,CrossHot,24.2.5.4,2,1
7307,15675,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,6,BK,DR,BKxDR,CrossHot,24.2.6.1,2,1
7308,16299,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,6,BK,DR,BKxDR,CrossHot,24.2.6.1,2,2
7309,15676,Centre Flat,s,30/12/2018,T1,32,D1,24,3,2,6,BK,DR,BKxDR,CrossHot,24.2.6.2,2,1
7310,16300,Centre Flat,s,25/02/2019,T8,32,D1,24,3,2,6,BK,DR,BKxDR,CrossHot,24.2.6.2,2,2
7311,15782,Centre Flat,s,30/12/2018,T1,32,D1,24,3,21,2,DR,BK,DRxBK,CrossHot,24.21.2.1,2,1
7312,16406,Centre Flat,s,25/02/2019,T8,32,D1,24,3,21,2,DR,BK,DRxBK,CrossHot,24.21.2.1,2,1
7313,15783,Centre Flat,s,30/12/2018,T1,32,D1,24,3,21,2,DR,BK,DRxBK,CrossHot,24.21.2.2,2,1
7314,16407,Centre Flat,s,25/02/2019,T8,32,D1,24,3,21,2,DR,BK,DRxBK,CrossHot,24.21.2.2,1,0
7315,15786,Centre Flat,s,30/12/2018,T1,32,D1,24,3,21,3,DR,BK,DRxBK,CrossHot,24.21.3.1,2,1
7316,16410,Centre Flat,s,25/02/2019,T8,32,D1,24,3,21,3,DR,BK,DRxBK,CrossHot,24.21.3.1,2,1
7317,15787,Centre Flat,s,30/12/2018,T1,32,D1,24,3,21,3,DR,BK,DRxBK,CrossHot,24.21.3.2,2,1
7318,16411,Centre Flat,s,25/02/2019,T8,32,D1,24,3,21,3,DR,BK,DRxBK,CrossHot,24.21.3.2,2,1
7319,15788,Centre Flat,s,30/12/2018,T1,32,D1,24,3,21,3,DR,BK,DRxBK,CrossHot,24.21.3.3,2,1
7320,16412,Centre Flat,s,25/02/2019,T8,32,D1,24,3,21,3,DR,BK,DRxBK,CrossHot,24.21.3.3,2,1
7321,15789,Centre Flat,s,30/12/2018,T1,32,D1,24,3,21,3,DR,BK,DRxBK,CrossHot,24.21.3.4,2,1
7322,16413,Centre Flat,s,25/02/2019,T8,32,D1,24,3,21,3,DR,BK,DRxBK,CrossHot,24.21.3.4,2,1
7323,15790,Centre Flat,s,30/12/2018,T1,32,D1,24,3,21,3,DR,BK,DRxBK,CrossHot,24.21.3.5,2,1
7324,16414,Centre Flat,s,25/02/2019,T8,32,D1,24,3,21,3,DR,BK,DRxBK,CrossHot,24.21.3.5,2,1
7325,15793,Centre Flat,s,30/12/2018,T1,32,D1,24,3,21,4,DR,SB,DRxSB,CrossHot,24.21.4.1,2,1
7326,16417,Centre Flat,s,25/02/2019,T8,32,D1,24,3,21,4,DR,SB,DRxSB,CrossHot,24.21.4.1,2,1
7327,15794,Centre Flat,s,30/12/2018,T1,32,D1,24,3,21,5,DR,SB,DRxSB,CrossHot,24.21.5.1,2,1
7328,16418,Centre Flat,s,25/02/2019,T8,32,D1,24,3,21,5,DR,SB,DRxSB,CrossHot,24.21.5.1,2,1
7329,15803,Centre Raised,s,30/12/2018,T1,32,D1,24,3,21,6,DR,SB,DRxSB,CrossHot,24.21.6.1,2,1
7330,16427,Centre Raised,s,25/02/2019,T8,32,D1,24,3,21,6,DR,SB,DRxSB,CrossHot,24.21.6.1,1,0
7331,15892,Centre Flat,s,30/12/2018,T1,32,D1,24,3,22,1,SB,LS,SBxLS,CrossHot,24.22.1.1,2,1
7332,16516,Centre Flat,s,25/02/2019,T8,32,D1,24,3,22,1,SB,LS,SBxLS,CrossHot,24.22.1.1,2,1
7333,15893,Centre Flat,s,30/12/2018,T1,32,D1,24,3,22,2,SB,LS,SBxLS,CrossHot,24.22.2.1,2,1
7334,16517,Centre Flat,s,25/02/2019,T8,32,D1,24,3,22,2,SB,LS,SBxLS,CrossHot,24.22.2.1,2,1
7335,15894,Centre Flat,s,30/12/2018,T1,32,D1,24,3,22,3,SB,LS,SBxLS,CrossHot,24.22.3.1,2,1
7336,16518,Centre Flat,s,25/02/2019,T8,32,D1,24,3,22,3,SB,LS,SBxLS,CrossHot,24.22.3.1,2,2
7337,15815,Centre Raised,s,30/12/2018,T1,32,D1,24,3,24,1,CU,BK,CUxBK,CrossHot,24.24.1.1,2,1
7338,16439,Centre Raised,s,25/02/2019,T8,32,D1,24,3,24,1,CU,BK,CUxBK,CrossHot,24.24.1.1,2,1
7339,15816,Centre Raised,s,30/12/2018,T1,32,D1,24,3,24,1,CU,BK,CUxBK,CrossHot,24.24.1.2,2,1
7340,16440,Centre Raised,s,25/02/2019,T8,32,D1,24,3,24,1,CU,BK,CUxBK,CrossHot,24.24.1.2,1,0
7341,15817,Centre Raised,s,30/12/2018,T1,32,D1,24,3,24,1,CU,BK,CUxBK,CrossHot,24.24.1.3,2,1
7342,16441,Centre Raised,s,25/02/2019,T8,32,D1,24,3,24,1,CU,BK,CUxBK,CrossHot,24.24.1.3,1,0
7343,15818,Centre Raised,s,30/12/2018,T1,32,D1,24,3,24,3,CU,BK,CUxBK,CrossHot,24.24.3.1,2,1
7344,16442,Centre Raised,s,25/02/2019,T8,32,D1,24,3,24,3,CU,BK,CUxBK,CrossHot,24.24.3.1,1,0
7345,15819,Centre Raised,s,30/12/2018,T1,32,D1,24,3,24,3,CU,BK,CUxBK,CrossHot,24.24.3.2,2,1
7346,16443,Centre Raised,s,25/02/2019,T8,32,D1,24,3,24,3,CU,BK,CUxBK,CrossHot,24.24.3.2,1,0
7347,15820,Centre Raised,s,30/12/2018,T1,32,D1,24,3,24,3,CU,BK,CUxBK,CrossHot,24.24.3.3,2,1
7348,16444,Centre Raised,s,25/02/2019,T8,32,D1,24,3,24,3,CU,BK,CUxBK,CrossHot,24.24.3.3,1,0
7349,15821,Centre Flat,s,30/12/2018,T1,32,D1,24,3,24,4,SB,SB,SBxSB,PureHot,24.24.4.1,2,1
7350,16445,Centre Flat,s,25/02/2019,T8,32,D1,24,3,24,4,SB,SB,SBxSB,PureHot,24.24.4.1,2,1
7351,15822,Centre Flat,s,30/12/2018,T1,32,D1,24,3,24,4,SB,SB,SBxSB,PureHot,24.24.4.2,2,1
7352,16446,Centre Flat,s,25/02/2019,T8,32,D1,24,3,24,4,SB,SB,SBxSB,PureHot,24.24.4.2,2,1
7353,15823,Centre Flat,s,30/12/2018,T1,32,D1,24,3,24,4,SB,SB,SBxSB,PureHot,24.24.4.3,2,1
7354,16447,Centre Flat,s,25/02/2019,T8,32,D1,24,3,24,4,SB,SB,SBxSB,PureHot,24.24.4.3,2,1
7355,15827,Centre Flat,s,30/12/2018,T1,32,D1,24,3,24,5,SB,SB,SBxSB,PureHot,24.24.5.3,2,1
7356,16451,Centre Flat,s,25/02/2019,T8,32,D1,24,3,24,5,SB,SB,SBxSB,PureHot,24.24.5.3,2,1
7357,15828,Centre Flat,s,30/12/2018,T1,32,D1,24,3,24,5,SB,SB,SBxSB,PureHot,24.24.5.4,2,1
7358,16452,Centre Flat,s,25/02/2019,T8,32,D1,24,3,24,5,SB,SB,SBxSB,PureHot,24.24.5.4,2,1
7359,15833,Centre Flat,s,30/12/2018,T1,32,D1,24,3,24,6,SB,SB,SBxSB,PureHot,24.24.6.1,2,1
7360,16457,Centre Flat,s,25/02/2019,T8,32,D1,24,3,24,6,SB,SB,SBxSB,PureHot,24.24.6.1,2,1
7361,15866,Centre Flat,s,30/12/2018,T1,32,D1,24,3,27,1,BK,BK,BKxBK,PureHot,24.27.1.1,2,1
7362,16490,Centre Flat,s,25/02/2019,T8,32,D1,24,3,27,1,BK,BK,BKxBK,PureHot,24.27.1.1,2,1
7363,15867,Centre Flat,s,30/12/2018,T1,32,D1,24,3,27,1,BK,BK,BKxBK,PureHot,24.27.1.2,2,1
