order,Date,Time,Cumulative.hrs,Timepoint,Treatment,Treatment,Boat,Parentage,Well,Alive,Perc_surv,Mom,Dad,Cone,NumParents,Parents,Avg.temp,Max.temp,Variab.temp,symb,bleaching.thresHughes,heat.rateMiddlebrook,lifestage,n.risk,n.event,n.censor,estimate,std.error,conf.high,conf.low,Zoox,Tank,TotalMom,TotalDad
277,7.12.18,8:30,56,4,27C,Ambient,75,BKxCU,wellB,18,90,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
278,7.12.18,8:30,56,4,27C,Ambient,81,BKxCU,wellB,18,90,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
279,7.12.18,8:30,56,4,27C,Ambient,86,BKxSB,wellB,19,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
280,7.12.18,8:30,56,4,27C,Ambient,99,CUxBK,wellB,19,95,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,2
281,7.12.18,8:30,56,4,27C,Ambient,106,SBxCU,wellB,20,95,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
282,7.12.18,8:30,56,4,27C,Ambient,109,LSxBK,wellB,19,95,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,4,2
283,7.12.18,8:30,56,4,27C,Ambient,112,LSxDR,wellB,21,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
284,7.12.18,8:30,56,4,27C,Ambient,116,SBxLS,wellB,20,100,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,4
285,7.12.18,8:30,56,4,27C,Ambient,131,BKxBK,wellB,19,95,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,2
286,7.12.18,8:30,56,4,27C,Ambient,144,CUxBK,wellB,20,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,2
287,7.12.18,8:30,56,4,27C,Ambient,150,LSxSB,wellB,21,100,Long Sandy,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
288,7.12.18,8:30,56,4,27C,Ambient,151,DRxLS,wellB,19,95,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
289,7.12.18,8:30,56,4,27C,Ambient,154,LSxCU,wellB,18,90,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
290,7.12.18,8:30,56,4,27C,Ambient,157,LSxCU,wellB,20,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
291,7.12.18,8:30,56,4,27C,Ambient,158,CUxSB,wellB,20,100,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,5
292,7.12.18,8:30,56,4,27C,Ambient,159,BKxSB,wellB,19,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
293,7.12.18,8:30,56,4,27C,Ambient,161,DRxSB,wellB,18,90,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
294,7.12.18,8:30,56,4,27C,Ambient,167,SBxSB,wellB,19,95,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
295,7.12.18,8:30,56,4,27C,Ambient,168,LSxLS,wellB,20,100,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
296,7.12.18,8:30,56,4,27C,Ambient,169,DRxBK,wellB,18,90,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
297,7.12.18,8:30,56,4,27C,Ambient,170,CUxDR,wellB,19,95,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
298,7.12.18,8:30,56,4,27C,Ambient,175,DRxDR,wellB,20,100,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
299,7.12.18,8:30,56,4,27C,Ambient,178,SBxBK,wellB,20,90,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,7
300,7.12.18,8:30,56,4,27C,Ambient,182,CUxDR,wellB,20,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
301,7.12.18,8:30,56,4,27C,Ambient,187,CUxCU,wellB,19,95,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,6,5
302,7.12.18,8:30,56,4,27C,Ambient,5,BKxSB,wellC,18,90,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
303,7.12.18,8:30,56,4,27C,Ambient,9,BKxDR,wellC,19,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
304,7.12.18,8:30,56,4,27C,Ambient,16,BKxCU,wellC,20,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
305,7.12.18,8:30,56,4,27C,Ambient,32,CUxLS,wellC,21,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
306,7.12.18,8:30,56,4,27C,Ambient,43,BKxLS,wellC,19,95,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,4
307,7.12.18,8:30,56,4,27C,Ambient,46,BKxCU,wellC,20,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
308,7.12.18,8:30,56,4,27C,Ambient,52,DRxBK,wellC,20,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
309,7.12.18,8:30,56,4,27C,Ambient,55,BKxLS,wellC,16,80,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,4
310,7.12.18,8:30,56,4,27C,Ambient,58,BKxSB,wellC,20,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
311,7.12.18,8:30,56,4,27C,Ambient,61,BKxDR,wellC,18,90,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
312,7.12.18,8:30,56,4,27C,Ambient,66,BKxLS,wellC,17,85,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,4
313,7.12.18,8:30,56,4,27C,Ambient,72,DRxCU,wellC,18,90,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
314,7.12.18,8:30,56,4,27C,Ambient,75,BKxCU,wellC,20,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
315,7.12.18,8:30,56,4,27C,Ambient,81,BKxCU,wellC,19,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
316,7.12.18,8:30,56,4,27C,Ambient,86,BKxSB,wellC,20,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
317,7.12.18,8:30,56,4,27C,Ambient,99,CUxBK,wellC,21,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,2
318,7.12.18,8:30,56,4,27C,Ambient,106,SBxCU,wellC,20,95,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
319,7.12.18,8:30,56,4,27C,Ambient,109,LSxBK,wellC,15,75,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,4,2
320,7.12.18,8:30,56,4,27C,Ambient,112,LSxDR,wellC,19,95,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
321,7.12.18,8:30,56,4,27C,Ambient,116,SBxLS,wellC,20,100,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,4
322,7.12.18,8:30,56,4,27C,Ambient,131,BKxBK,wellC,15,75,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,2
323,7.12.18,8:30,56,4,27C,Ambient,144,CUxBK,wellC,20,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,2
324,7.12.18,8:30,56,4,27C,Ambient,150,LSxSB,wellC,20,100,Long Sandy,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
325,7.12.18,8:30,56,4,27C,Ambient,151,DRxLS,wellC,19,95,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
326,7.12.18,8:30,56,4,27C,Ambient,154,LSxCU,wellC,20,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
327,7.12.18,8:30,56,4,27C,Ambient,157,LSxCU,wellC,20,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
328,7.12.18,8:30,56,4,27C,Ambient,158,CUxSB,wellC,19,95,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,5
329,7.12.18,8:30,56,4,27C,Ambient,159,BKxSB,wellC,18,90,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
330,7.12.18,8:30,56,4,27C,Ambient,161,DRxSB,wellC,19,95,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
331,7.12.18,8:30,56,4,27C,Ambient,167,SBxSB,wellC,21,100,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
332,7.12.18,8:30,56,4,27C,Ambient,168,LSxLS,wellC,20,100,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
333,7.12.18,8:30,56,4,27C,Ambient,169,DRxBK,wellC,20,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
334,7.12.18,8:30,56,4,27C,Ambient,170,CUxDR,wellC,20,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
335,7.12.18,8:30,56,4,27C,Ambient,175,DRxDR,wellC,19,95,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
336,7.12.18,8:30,56,4,27C,Ambient,178,SBxBK,wellC,20,90,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,7
337,7.12.18,8:30,56,4,27C,Ambient,182,CUxDR,wellC,20,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
338,7.12.18,8:30,56,4,27C,Ambient,187,CUxCU,wellC,20,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,6,5
339,7.12.18,8:30,56,4,27C,Ambient,5,BKxSB,wellD,21,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
340,7.12.18,8:30,56,4,27C,Ambient,9,BKxDR,wellD,19,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
341,7.12.18,8:30,56,4,27C,Ambient,16,BKxCU,wellD,20,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
342,7.12.18,8:30,56,4,27C,Ambient,32,CUxLS,wellD,20,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
343,7.12.18,8:30,56,4,27C,Ambient,43,BKxLS,wellD,18,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,4
344,7.12.18,8:30,56,4,27C,Ambient,46,BKxCU,wellD,20,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
345,7.12.18,8:30,56,4,27C,Ambient,52,DRxBK,wellD,19,95,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
346,7.12.18,8:30,56,4,27C,Ambient,55,BKxLS,wellD,20,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,4
347,7.12.18,8:30,56,4,27C,Ambient,58,BKxSB,wellD,NA,NA,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
348,7.12.18,8:30,56,4,27C,Ambient,61,BKxDR,wellD,18,90,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
349,7.12.18,8:30,56,4,27C,Ambient,66,BKxLS,wellD,20,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,4
350,7.12.18,8:30,56,4,27C,Ambient,72,DRxCU,wellD,19,95,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
351,7.12.18,8:30,56,4,27C,Ambient,75,BKxCU,wellD,19,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
352,7.12.18,8:30,56,4,27C,Ambient,81,BKxCU,wellD,18,90,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
353,7.12.18,8:30,56,4,27C,Ambient,86,BKxSB,wellD,19,95,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
354,7.12.18,8:30,56,4,27C,Ambient,99,CUxBK,wellD,20,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,2
355,7.12.18,8:30,56,4,27C,Ambient,106,SBxCU,wellD,20,100,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
356,7.12.18,8:30,56,4,27C,Ambient,109,LSxBK,wellD,19,95,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,4,2
357,7.12.18,8:30,56,4,27C,Ambient,112,LSxDR,wellD,20,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
358,7.12.18,8:30,56,4,27C,Ambient,116,SBxLS,wellD,19,95,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,4
359,7.12.18,8:30,56,4,27C,Ambient,131,BKxBK,wellD,20,100,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,2
360,7.12.18,8:30,56,4,27C,Ambient,144,CUxBK,wellD,21,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,2
361,7.12.18,8:30,56,4,27C,Ambient,150,LSxSB,wellD,20,100,Long Sandy,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
362,7.12.18,8:30,56,4,27C,Ambient,151,DRxLS,wellD,19,95,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
363,7.12.18,8:30,56,4,27C,Ambient,154,LSxCU,wellD,19,95,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
364,7.12.18,8:30,56,4,27C,Ambient,157,LSxCU,wellD,19,95,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
365,7.12.18,8:30,56,4,27C,Ambient,158,CUxSB,wellD,19,95,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,5
366,7.12.18,8:30,56,4,27C,Ambient,159,BKxSB,wellD,20,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
367,7.12.18,8:30,56,4,27C,Ambient,161,DRxSB,wellD,20,100,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
368,7.12.18,8:30,56,4,27C,Ambient,167,SBxSB,wellD,20,100,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
369,7.12.18,8:30,56,4,27C,Ambient,168,LSxLS,wellD,18,90,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
370,7.12.18,8:30,56,4,27C,Ambient,169,DRxBK,wellD,20,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
371,7.12.18,8:30,56,4,27C,Ambient,170,CUxDR,wellD,20,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
372,7.12.18,8:30,56,4,27C,Ambient,175,DRxDR,wellD,18,90,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
373,7.12.18,8:30,56,4,27C,Ambient,178,SBxBK,wellD,20,100,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,7
374,7.12.18,8:30,56,4,27C,Ambient,182,CUxDR,wellD,17,85,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
375,7.12.18,8:30,56,4,27C,Ambient,187,CUxCU,wellD,20,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,6,5
376,7.12.18,8:30,56,4,27C,Ambient,5,BKxSB,wellE,20,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
377,7.12.18,8:30,56,4,27C,Ambient,9,BKxDR,wellE,19,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
378,7.12.18,8:30,56,4,27C,Ambient,16,BKxCU,wellE,18,90,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
379,7.12.18,8:30,56,4,27C,Ambient,32,CUxLS,wellE,21,100,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
380,7.12.18,8:30,56,4,27C,Ambient,43,BKxLS,wellE,20,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,4
381,7.12.18,8:30,56,4,27C,Ambient,46,BKxCU,wellE,19,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
382,7.12.18,8:30,56,4,27C,Ambient,52,DRxBK,wellE,19,95,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
383,7.12.18,8:30,56,4,27C,Ambient,55,BKxLS,wellE,20,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,4
384,7.12.18,8:30,56,4,27C,Ambient,58,BKxSB,wellE,NA,NA,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
385,7.12.18,8:30,56,4,27C,Ambient,61,BKxDR,wellE,20,100,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
386,7.12.18,8:30,56,4,27C,Ambient,66,BKxLS,wellE,17,85,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,4
387,7.12.18,8:30,56,4,27C,Ambient,72,DRxCU,wellE,20,100,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
388,7.12.18,8:30,56,4,27C,Ambient,75,BKxCU,wellE,18,90,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
389,7.12.18,8:30,56,4,27C,Ambient,81,BKxCU,wellE,20,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
390,7.12.18,8:30,56,4,27C,Ambient,86,BKxSB,wellE,18,90,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
391,7.12.18,8:30,56,4,27C,Ambient,99,CUxBK,wellE,20,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,2
392,7.12.18,8:30,56,4,27C,Ambient,106,SBxCU,wellE,21,100,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
393,7.12.18,8:30,56,4,27C,Ambient,109,LSxBK,wellE,19,95,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,4,2
394,7.12.18,8:30,56,4,27C,Ambient,112,LSxDR,wellE,20,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
395,7.12.18,8:30,56,4,27C,Ambient,116,SBxLS,wellE,20,100,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,4
396,7.12.18,8:30,56,4,27C,Ambient,131,BKxBK,wellE,17,85,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,2
397,7.12.18,8:30,56,4,27C,Ambient,144,CUxBK,wellE,19,95,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,2
398,7.12.18,8:30,56,4,27C,Ambient,150,LSxSB,wellE,19,95,Long Sandy,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
399,7.12.18,8:30,56,4,27C,Ambient,151,DRxLS,wellE,19,95,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
400,7.12.18,8:30,56,4,27C,Ambient,154,LSxCU,wellE,17,85,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
401,7.12.18,8:30,56,4,27C,Ambient,157,LSxCU,wellE,19,95,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
402,7.12.18,8:30,56,4,27C,Ambient,158,CUxSB,wellE,19,95,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,5
403,7.12.18,8:30,56,4,27C,Ambient,159,BKxSB,wellE,18,90,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
404,7.12.18,8:30,56,4,27C,Ambient,161,DRxSB,wellE,19,95,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
405,7.12.18,8:30,56,4,27C,Ambient,167,SBxSB,wellE,9,45,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
406,7.12.18,8:30,56,4,27C,Ambient,168,LSxLS,wellE,19,95,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
407,7.12.18,8:30,56,4,27C,Ambient,169,DRxBK,wellE,19,95,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
408,7.12.18,8:30,56,4,27C,Ambient,170,CUxDR,wellE,20,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
409,7.12.18,8:30,56,4,27C,Ambient,175,DRxDR,wellE,19,95,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
410,7.12.18,8:30,56,4,27C,Ambient,178,SBxBK,wellE,19,95,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,7
411,7.12.18,8:30,56,4,27C,Ambient,182,CUxDR,wellE,19,95,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
412,7.12.18,8:30,56,4,27C,Ambient,187,CUxCU,wellE,20,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,6,5
413,7.12.18,8:30,56,4,27C,Ambient,5,BKxSB,wellF,17,85,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
414,7.12.18,8:30,56,4,27C,Ambient,9,BKxDR,wellF,19,95,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
415,7.12.18,8:30,56,4,27C,Ambient,16,BKxCU,wellF,20,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
416,7.12.18,8:30,56,4,27C,Ambient,32,CUxLS,wellF,17,85,Curd,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
417,7.12.18,8:30,56,4,27C,Ambient,43,BKxLS,wellF,20,100,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,4
418,7.12.18,8:30,56,4,27C,Ambient,46,BKxCU,wellF,19,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
419,7.12.18,8:30,56,4,27C,Ambient,52,DRxBK,wellF,20,100,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
