order,Date,Time,Cumulative.hrs,Timepoint,Treatment,Treatment,Boat,Parentage,Well,Alive,Perc_surv,Mom,Dad,Cone,NumParents,Parents,Avg.temp,Max.temp,Variab.temp,symb,bleaching.thresHughes,heat.rateMiddlebrook,lifestage,n.risk,n.event,n.censor,estimate,std.error,conf.high,conf.low,Zoox,Tank,TotalMom,TotalDad
,,,,2,26,Ambient,,CUxSB,,,100,Curd,Sand Bank 7,,,,,,,,,,juvenile,8,8,0,0,Inf,NA,NA,SS,8,2,5
,,,,2,26,Ambient,,DRxBK,,,100,Davies,Backnumbers,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,SS,8,3,2
,,,,2,26,Ambient,,DRxCU,,,66.66666667,Davies,Curd,,,,,,,,,,juvenile,3,2,1,0.166666667,0.912870929,0.997437962,0.027849128,SS,8,3,3
,,,,2,26,Ambient,,DRxSB,,,100,Davies,Sand Bank 7,,,,,,,,,,juvenile,8,8,0,0,Inf,NA,NA,SS,8,3,3
,,,,2,26,Ambient,,LSxBK,,,36,Long Sandy,Backnumbers,,,,,,,,,,juvenile,25,9,16,0.32,0.206155281,0.479324549,0.213633957,SS,8,4,2
,,,,2,26,Ambient,,LSxCU,,,92.30769231,Long Sandy,Curd,,,,,,,,,,juvenile,13,12,1,0.038461538,0.980580676,0.262844223,0.00562801,SS,8,3,2
,,,,2,26,Ambient,,LSxLS,,,50,Long Sandy,Long Sandy,,,,,,,,,,juvenile,4,2,2,0.25,0.612372436,0.830218432,0.075281393,SS,8,5,6
,,,,2,26,Ambient,,LSxSB,,,66.66666667,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,3,2,1,0.166666667,0.912870929,0.997437962,0.027849128,SS,8,5,6
,,,,2,26,Ambient,,SBxBK,,,100,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SS,8,3,7
,,,,2,26,Ambient,,SBxDR,,,100,Sand Bank 7,Davies,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SS,8,3,3
,,,,2,26,Ambient,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SS,8,3,4
,,,,2,26,Ambient,,SBxSB,,,100,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,SS,8,5,6
,,,,2,26,Ambient,,BKxBK,,,90.47619048,Backnumbers,Backnumbers,,,,,,,,,,juvenile,21,19,2,0.047619048,0.690065559,0.184147393,0.012313906,SS,9,2,2
,,,,2,26,Ambient,,BKxDR,,,100,Backnumbers,Davies,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,SS,9,2,3
,,,,2,26,Ambient,,BKxLS,,,100,Backnumbers,Long Sandy,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SS,9,2,4
,,,,2,26,Ambient,,CUxBK,,,23.07692308,Curd,Backnumbers,,,,,,,,,,juvenile,13,3,10,0.384615385,0.248069469,0.625437284,0.236520908,SS,9,7,2
,,,,2,26,Ambient,,CUxCU,,,100,Curd,Curd,,,,,,,,,,juvenile,10,10,0,0,Inf,NA,NA,SS,9,6,5
,,,,2,26,Ambient,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,7,7,0,0,Inf,NA,NA,SS,9,2,3
,,,,2,26,Ambient,,CUxLS,,,100,Curd,Long Sandy,,,,,,,,,,juvenile,7,7,0,0,Inf,NA,NA,SS,9,2,3
,,,,2,26,Ambient,,CUxSB,,,60,Curd,Sand Bank 7,,,,,,,,,,juvenile,5,3,2,0.2,0.632455532,0.690839435,0.057900574,SS,9,2,5
,,,,2,26,Ambient,,DRxBK,,,100,Davies,Backnumbers,,,,,,,,,,juvenile,11,11,0,0,Inf,NA,NA,SS,9,3,2
,,,,2,26,Ambient,,DRxCU,,,33.33333333,Davies,Curd,,,,,,,,,,juvenile,3,1,2,0.333333333,0.577350269,1,0.107507139,SS,9,3,3
,,,,2,26,Ambient,,DRxDR,,,100,Davies,Davies,,,,,,,,,,juvenile,8,8,0,0,Inf,NA,NA,SS,9,3,3
,,,,2,26,Ambient,,DRxSB,,,100,Davies,Sand Bank 7,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,SS,9,3,3
,,,,2,26,Ambient,,LSxBK,,,60.52631579,Long Sandy,Backnumbers,,,,,,,,,,juvenile,38,23,15,0.197368421,0.231319632,0.310582724,0.125423247,SS,9,4,2
,,,,2,26,Ambient,,LSxCU,,,100,Long Sandy,Curd,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,SS,9,3,2
,,,,2,26,Ambient,,LSxLS,,,93.75,Long Sandy,Long Sandy,,,,,,,,,,juvenile,16,15,1,0.03125,0.984250984,0.215102758,0.004539981,SS,9,5,6
,,,,2,26,Ambient,,LSxSB,,,100,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,12,12,0,0,Inf,NA,NA,SS,9,5,6
,,,,2,26,Ambient,,SBxBK,,,100,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SS,9,3,7
,,,,2,26,Ambient,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,15,15,0,0,Inf,NA,NA,SS,9,3,4
,,,,2,26,Ambient,,SBxSB,,,90.90909091,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,11,10,1,0.045454545,0.977008421,0.308466776,0.006698017,SS,9,5,6
,,,,2,32,Hot,,BKxBK,,,94.11764706,Backnumbers,Backnumbers,,,,,,,,,,juvenile,17,16,1,0.029411765,0.985184366,0.202820354,0.004265114,SS,10,2,2
,,,,2,32,Hot,,BKxCU,,,100,Backnumbers,Curd,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SS,10,2,7
,,,,2,32,Hot,,BKxDR,,,100,Backnumbers,Davies,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SS,10,2,3
,,,,2,32,Hot,,BKxSB,,,0,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,2,0,2,0.5,0.5,1,0.187658929,SS,10,7,4
,,,,2,32,Hot,,CUxBK,,,0,Curd,Backnumbers,,,,,,,,,,juvenile,2,0,2,0.5,0.5,1,0.187658929,SS,10,7,2
,,,,2,32,Hot,,CUxCU,,,100,Curd,Curd,,,,,,,,,,juvenile,18,18,0,0,Inf,NA,NA,SS,10,6,5
,,,,2,32,Hot,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,17,17,0,0,Inf,NA,NA,SS,10,2,3
,,,,2,32,Hot,,CUxLS,,,100,Curd,Long Sandy,,,,,,,,,,juvenile,9,9,0,0,Inf,NA,NA,SS,10,2,3
,,,,2,32,Hot,,CUxSB,,,100,Curd,Sand Bank 7,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,SS,10,2,5
,,,,2,32,Hot,,DRxBK,,,88.88888889,Davies,Backnumbers,,,,,,,,,,juvenile,9,8,1,0.055555556,0.971825316,0.373204355,0.008270053,SS,10,3,2
,,,,2,32,Hot,,DRxCU,,,75,Davies,Curd,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,SS,10,3,3
,,,,2,32,Hot,,DRxDR,,,85.71428571,Davies,Davies,,,,,,,,,,juvenile,14,12,2,0.071428571,0.681385144,0.271561407,0.018787798,SS,10,3,3
,,,,2,32,Hot,,DRxSB,,,100,Davies,Sand Bank 7,,,,,,,,,,juvenile,12,12,0,0,Inf,NA,NA,SS,10,3,3
,,,,2,32,Hot,,LSxBK,,,100,Long Sandy,Backnumbers,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,SS,10,4,2
,,,,2,32,Hot,,LSxCU,,,94.44444444,Long Sandy,Curd,,,,,,,,,,juvenile,18,17,1,0.027777778,0.986013297,0.19186402,0.004021624,SS,10,3,2
,,,,2,32,Hot,,LSxLS,,,100,Long Sandy,Long Sandy,,,,,,,,,,juvenile,10,10,0,0,Inf,NA,NA,SS,10,5,6
,,,,2,32,Hot,,LSxSB,,,100,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,13,13,0,0,Inf,NA,NA,SS,10,5,6
,,,,2,32,Hot,,SBxBK,,,100,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,SS,10,3,7
,,,,2,32,Hot,,SBxDR,,,100,Sand Bank 7,Davies,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,SS,10,3,3
,,,,2,32,Hot,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,SS,10,3,4
,,,,2,32,Hot,,SBxSB,,,87.5,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,16,14,2,0.0625,0.684653197,0.239143111,0.016334361,SS,10,5,6
,,,,2,32,Hot,,BKxBK,,,66.66666667,Backnumbers,Backnumbers,,,,,,,,,,juvenile,18,12,6,0.166666667,0.372677996,0.3459974,0.080283198,SS,11,2,2
,,,,2,32,Hot,,BKxCU,,,60,Backnumbers,Curd,,,,,,,,,,juvenile,10,6,4,0.2,0.447213595,0.480506092,0.083245563,SS,11,2,7
,,,,2,32,Hot,,BKxSB,,,16.66666667,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,6,1,5,0.416666667,0.341565026,0.813822017,0.213328108,SS,11,7,4
,,,,2,32,Hot,,CUxBK,,,0,Curd,Backnumbers,,,,,,,,,,juvenile,17,0,17,0.5,0.171498585,0.69976121,0.35726473,SS,11,7,2
,,,,2,32,Hot,,CUxCU,,,93.33333333,Curd,Curd,,,,,,,,,,juvenile,15,14,1,0.033333333,0.98319208,0.228967246,0.004852708,SS,11,6,5
,,,,2,32,Hot,,CUxDR,,,50,Curd,Davies,,,,,,,,,,juvenile,4,2,2,0.25,0.612372436,0.830218432,0.075281393,SS,11,2,3
,,,,2,32,Hot,,CUxLS,,,76.92307692,Curd,Long Sandy,,,,,,,,,,juvenile,13,10,3,0.115384615,0.543020989,0.334478503,0.039804081,SS,11,2,3
,,,,2,32,Hot,,CUxSB,,,88.88888889,Curd,Sand Bank 7,,,,,,,,,,juvenile,9,8,1,0.055555556,0.971825316,0.373204355,0.008270053,SS,11,2,5
,,,,2,32,Hot,,DRxBK,,,75,Davies,Backnumbers,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,SS,11,3,2
,,,,2,32,Hot,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,SS,11,3,3
,,,,2,32,Hot,,DRxDR,,,57.14285714,Davies,Davies,,,,,,,,,,juvenile,14,8,6,0.214285714,0.361873432,0.435532374,0.105430434,SS,11,3,3
,,,,2,32,Hot,,DRxSB,,,100,Davies,Sand Bank 7,,,,,,,,,,juvenile,11,11,0,0,Inf,NA,NA,SS,11,3,3
,,,,2,32,Hot,,LSxBK,,,60,Long Sandy,Backnumbers,,,,,,,,,,juvenile,30,18,12,0.2,0.25819889,0.331748745,0.120573176,SS,11,4,2
,,,,2,32,Hot,,LSxCU,,,75,Long Sandy,Curd,,,,,,,,,,juvenile,8,6,2,0.125,0.661437828,0.457011273,0.034189529,SS,11,3,2
,,,,2,32,Hot,,LSxLS,,,75,Long Sandy,Long Sandy,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,SS,11,5,6
,,,,2,32,Hot,,LSxSB,,,80,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,10,8,2,0.1,0.670820393,0.372394582,0.026853237,SS,11,5,6
,,,,2,32,Hot,,SBxBK,,,66.66666667,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,3,2,1,0.166666667,0.912870929,0.997437962,0.027849128,SS,11,3,7
,,,,2,32,Hot,,SBxDR,,,50,Sand Bank 7,Davies,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,SS,11,3,3
,,,,2,32,Hot,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,SS,11,3,4
,,,,2,32,Hot,,SBxSB,,,95,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,20,19,1,0.025,0.987420883,0.173154662,0.00360949,SS,11,5,6
,,,,2,32,Hot,,BKxBK,,,100,Backnumbers,Backnumbers,,,,,,,,,,juvenile,7,7,0,0,Inf,NA,NA,SS,12,2,2
,,,,2,32,Hot,,BKxDR,,,100,Backnumbers,Davies,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,SS,12,2,3
,,,,2,32,Hot,,BKxSB,,,0,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,3,0,3,0.5,0.40824829,1,0.224630348,SS,12,7,4
,,,,2,32,Hot,,CUxBK,,,0,Curd,Backnumbers,,,,,,,,,,juvenile,2,0,2,0.5,0.5,1,0.187658929,SS,12,7,2
,,,,2,32,Hot,,CUxCU,,,57.14285714,Curd,Curd,,,,,,,,,,juvenile,14,8,6,0.214285714,0.361873432,0.435532374,0.105430434,SS,12,6,5
,,,,2,32,Hot,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,SS,12,2,3
,,,,2,32,Hot,,CUxLS,,,100,Curd,Long Sandy,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,SS,12,2,3
,,,,2,32,Hot,,CUxSB,,,100,Curd,Sand Bank 7,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,SS,12,2,5
,,,,2,32,Hot,,DRxBK,,,88.88888889,Davies,Backnumbers,,,,,,,,,,juvenile,9,8,1,0.055555556,0.971825316,0.373204355,0.008270053,SS,12,3,2
,,,,2,32,Hot,,DRxCU,,,50,Davies,Curd,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,SS,12,3,3
,,,,2,32,Hot,,DRxDR,,,100,Davies,Davies,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,SS,12,3,3
,,,,2,32,Hot,,DRxSB,,,90.90909091,Davies,Sand Bank 7,,,,,,,,,,juvenile,11,10,1,0.045454545,0.977008421,0.308466776,0.006698017,SS,12,3,3
,,,,2,32,Hot,,LSxCU,,,100,Long Sandy,Curd,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,SS,12,3,2
,,,,2,32,Hot,,LSxLS,,,100,Long Sandy,Long Sandy,,,,,,,,,,juvenile,14,14,0,0,Inf,NA,NA,SS,12,5,6
,,,,2,32,Hot,,LSxSB,,,100,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,SS,12,5,6
,,,,2,32,Hot,,SBxBK,,,50,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,6,3,3,0.25,0.5,0.666102065,0.093829464,SS,12,3,7
,,,,2,32,Hot,,SBxDR,,,0,Sand Bank 7,Davies,,,,,,,,,,juvenile,1,0,1,0.5,0.707106781,1,0.125048827,SS,12,3,3
,,,,2,32,Hot,,SBxLS,,,83.33333333,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,6,5,1,0.083333333,0.957427108,0.544229634,0.012760137,SS,12,3,4
,,,,2,32,Hot,,SBxSB,,,68.96551724,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,29,20,9,0.155172414,0.306381677,0.282883145,0.085118108,SS,12,5,6
